~~~~~~~~~~~~~~~
Text File : monsname_kor.msbt
~~~~~~~~~~~~~~~
MONSNAME_000	알
ZKN_ULMOON_125_000	정전이 일어나는 원인으로 지목되는 경우가 많지만 사실은 회사의 실수인 경우가 더 많다.
ZKN_ULMOON_126_000	더운 곳일수록 컨디션이 좋다. 알로라의 마그마는 다른 지역에 비해 늠름하다고 한다.
ZKN_ULMOON_127_000	늠름하지만 추위가 약점이다. 밤이 되면 나뭇잎 속에 몸을 파묻고 잔다.
ZKN_ULMOON_128_000	알로라의 켄타로스가 다른 지방보다 조금 차분한 것은 기후와 관련이 있다고 한다.
ZKN_ULMOON_129_000	생명력이 강해서 더러운 물이라도 문제없다. 전 세계의 물가에 서식하고 있다.
ZKN_ULMOON_130_000	진화 에너지가 뇌세포를 강하게 자극한 결과 매우 난폭한 성격으로 변화했다.
ZKN_ULMOON_131_000	너무 소중히 여겨져서 수가 너무 늘었다. 라프라스가 너무 많은 바다에는 물고기포켓몬이 줄어든다고 한다.
ZKN_ULMOON_132_000	본 적이 있는 것으로 변신한다. 단 눈앞에 없는 것으로 변신할 때는 기억에 따르기 때문에 실패하기도 한다.
ZKN_ULMOON_133_000	주위의 영향을 받기 쉬운 유전자를 가졌다. 어버이가 된 트레이너의 얼굴에도 닮아 간다.
ZKN_ULMOON_134_000	지느러미로 주변의 수분을 감지한다. 조금씩 떨기 시작하면 수 시간 후에는 비가 내린다.
ZKN_ULMOON_135_000	곤두세운 털을 바늘처럼 날린다. 적이 약해진 순간 1만 볼트의 전격으로 처리한다.
ZKN_ULMOON_136_000	흥분하면 체내에 있는 불꽃 주머니에 불이 붙어서 체온이 900도까지 오른다.
ZKN_ULMOON_137_000	20년 전 우주를 꿈꾸는 과학자들에 의해 만들어졌다. 아직 그 꿈은 이루지 못했다.
ZKN_ULMOON_138_000	고대 화석에서 복원되었다. 오랜 옛날 바다였던 곳에서 조개화석이 발굴된다.
ZKN_ULMOON_139_000	촉수로 먹이를 휘감아 움직임을 봉쇄한 뒤 날카로운 이빨로 마무리한다.
ZKN_ULMOON_140_000	극히 일부 지역을 제외하고 멸종해 버린 포켓몬이다. 단단한 껍질로 몸을 지킨다.
ZKN_ULMOON_141_000	약 29노트로 헤엄친다. 재빠르게 먹이에 다가가 낫으로 베어 갈라 마무리한다.
ZKN_ULMOON_142_000	고대의 넓은 하늘을 제집처럼 날아다녔다. 땅에 내려오면 걷는 것도 느리고 약했다고 한다.
ZKN_ULMOON_143_000	먹는 것 외에는 관심이 없다. 낮잠 중에 배 위에 올라타도 전혀 신경 쓰지 않는다.
ZKN_ULMOON_144_000	
ZKN_ULMOON_145_000	
ZKN_ULMOON_146_000	
ZKN_ULMOON_147_000	매일 비슷한 페이스로 탈피를 반복하며 커진다. 방금 탈피한 피부는 부드럽다.
ZKN_ULMOON_148_000	새해에 몸을 구부리며 하늘을 나는 모습을 보면 1년 동안 건강하다고 전해진다.
ZKN_ULMOON_149_000	상냥한 포켓몬으로 바다에 빠진 인간이나 포켓몬을 구해 주었다는 이야기가 자주 들린다.
ZKN_ULMOON_150_000	
ZKN_ULMOON_151_000	
ZKN_ULMOON_152_000	
ZKN_ULMOON_153_000	
ZKN_ULMOON_154_000	
ZKN_ULMOON_155_000	
ZKN_ULMOON_156_000	
ZKN_ULMOON_157_000	
ZKN_ULMOON_158_000	
ZKN_ULMOON_159_000	
ZKN_ULMOON_160_000	
ZKN_ULMOON_161_000	
ZKN_ULMOON_162_000	
ZKN_ULMOON_163_000	매일 정해진 시간에 운다. 옛날 사람들은 시간을 알리는 신의 사자라며 소중히 여겼다.
ZKN_ULMOON_164_000	머리가 거꾸로 되었을 때는 매우 고민하고 있다는 증거다. 가만히 두지 않으면 쪼아 댄다.
ZKN_ULMOON_165_000	매우 겁이 많은 포켓몬이다. 동료와 함께 리플렉터를 펼쳐서 보금자리를 지키고 있다.
ZKN_ULMOON_166_000	반짝이는 가루를 흩뿌리며 밤하늘을 난다. 가루가 몸에 붙으면 좋은 일이 생긴다고 전해진다.
ZKN_ULMOON_167_000	이빨의 독은 그다지 강하진 않지만 둥지에 걸려서 움직일 수 없는 먹이를 약하게 만들기에는 충분하다.
ZKN_ULMOON_168_000	실을 뿜어서 먹이를 잡는다. 밤이 되면 둥지를 떠나 적극적으로 사냥에 나선다.
ZKN_ULMOON_169_000	사람이나 포켓몬의 피가 먹이다. 잠시만 피를 빨지 않아도 약해져서 날지 못하게 되어 버린다.
ZKN_ULMOON_170_000	빛나는 촉수를 깜빡여서 초라기끼리 서로의 영역을 주장한다.
ZKN_ULMOON_171_000	바닷속 깊고 깊은 곳에 산다. 빛으로 먹이의 눈을 멀게 해서 풀이 죽은 틈을 타 통째로 삼킨다.
ZKN_ULMOON_172_000	볼에 전기 주머니가 있다. 충전된 상태에서는 활발하게 돌아다닌다.
ZKN_ULMOON_173_000	별똥별을 타고 왔다고 전해진다. 삐가 나타나는 곳은 옛날에 운석이 떨어졌던 장소라는 듯하다.
ZKN_ULMOON_174_000	내버려 두면 계속해서 노래 연습을 반복한다. 목이 상하지 않도록 쉬게 해주자.
ZKN_ULMOON_175_000	
ZKN_ULMOON_176_000	
ZKN_ULMOON_177_000	이쪽을 가만히 관찰하는 듯한 눈빛이다. 조금이라도 다가가면 통통 튀어서 도망친다.
ZKN_ULMOON_178_000	미래를 내다보고 있지만 그것의 변화를 바라지 않아서 가만히 움직이지 않는다고 한다.
ZKN_ULMOON_179_000	솜털이 마찰하여 전기가 모인다. 귀엽다고 맨손으로 만지면 따끔하게 저리고 아프다.
ZKN_ULMOON_180_000	푹신푹신한 털에 전기를 저장한다. 너무 많이 저장해서 여기저기 반질반질하게 털이 빠져 버렸다.
ZKN_ULMOON_181_000	꼬리는 강하고 밝게 빛난다. 뱃사람들의 길잡이로서 옛날부터 소중히 여겨져 왔다.
ZKN_ULMOON_182_000	
ZKN_ULMOON_183_000	
ZKN_ULMOON_184_000	
ZKN_ULMOON_185_000	유연하면서도 강인한 팔은 같은 포즈를 계속해서 취하는 동안 단련된 덕분에 얻을 수 있었다.
ZKN_ULMOON_186_000	둥글게 말린 머리칼이 길고 훌륭한 왕구리일수록 많은 발챙이나 슈륙챙이가 따르고 있다.
ZKN_ULMOON_187_000	
ZKN_ULMOON_188_000	
ZKN_ULMOON_189_000	
ZKN_ULMOON_190_000	나무 위에서 먹이를 찾는다. 좋아하는 달콤아를 발견하면 흥분해서 덤벼든다.
ZKN_ULMOON_191_000	
ZKN_ULMOON_192_000	
ZKN_ULMOON_193_000	
ZKN_ULMOON_194_000	
ZKN_ULMOON_195_000	
ZKN_ULMOON_196_000	햇빛을 받으면 이마의 구슬에 사이코 파워가 모인다. 밤에 하는 싸움에 약하다.
ZKN_ULMOON_197_000	어둠 속에 숨어 먹이를 노린다. 습격하는 순간 몸의 둥근 무늬가 희미하고 이상하게 빛난다.
ZKN_ULMOON_198_000	보스를 위해 반짝반짝 빛나는 것을 찾고 있다. 불길한 존재로 여겨 몹시 싫어하는 사람도 많다.
ZKN_ULMOON_199_000	바다의 현자라고 불린다. 하랑우탄과 지혜를 겨루지만 결과는 대체로 무승부다.
ZKN_ULMOON_200_000	사람이 울부짖는 소리를 흉내 내 모두를 겁주고 기뻐한다. 담력이 강한 상대는 좋아하지 않는다.
ZKN_ULMOON_201_000	
ZKN_ULMOON_202_000	
ZKN_ULMOON_203_000	
ZKN_ULMOON_204_000	나무껍질을 타액으로 붙여서 몸을 두껍고 크게 만든다. 나이를 먹은 피콘은 엄청나게 크다.
ZKN_ULMOON_205_000	먹이를 삼키는 순간에는 껍질 안의 모습이 나타나지만 그 모습을 본 자는 아직 없다.
ZKN_ULMOON_206_000	사람의 모습을 보면 꼬리로 구멍을 파서 도망가 버린다. 만났다면 운이 좋은 것이다.
ZKN_ULMOON_207_000	
ZKN_ULMOON_208_000	
ZKN_ULMOON_209_000	겉보기와 다르게 겁쟁이라 다른 강아지포켓몬과 함께 있으면 괴롭힘을 당할 때도 있다.
ZKN_ULMOON_210_000	젊은 여성에게 인기가 많지만 겁쟁이인데다가 섬세하기 때문에 지킴이로는 무능하다.
ZKN_ULMOON_211_000	
ZKN_ULMOON_212_000	한번 적이라고 판단한 상대는 강철의 강도를 지닌 집게로 가루가 되도록 때린다.
ZKN_ULMOON_213_000	
ZKN_ULMOON_214_000	달콤한꿀을 찾아 숲속을 돌아다닌다. 괴력을 자랑하지만 나는 것은 그리 잘하지 못한다.
ZKN_ULMOON_215_000	어둠 속에 숨어 먹이를 노린다. 모래두지를 노리고 손톱을 세우지만 피부가 단단해서 부러지는 경우도 있다.
ZKN_ULMOON_216_000	
ZKN_ULMOON_217_000	
ZKN_ULMOON_218_000	
ZKN_ULMOON_219_000	
ZKN_ULMOON_220_000	
ZKN_ULMOON_221_000	
ZKN_ULMOON_222_000	천적인 시마사리가 잔뜩 있는 알로라에서는 머리의 가지가 짧은 코산호가 많다.
ZKN_ULMOON_223_000	일명 바다의 스나이퍼다. 물대포는 100m 앞의 먹이도 반드시 명중시킨다.
ZKN_ULMOON_224_000	바위굴이 주된 잠자리다. 대포무노가 뱉는 새까만 먹물은 요리 재료로도 쓰인다.
ZKN_ULMOON_225_000	꼬리로 먹이를 둘러싸서 운반한다. 가장 큰 꼬리를 가진 딜리버드가 무리의 보스다.
ZKN_ULMOON_226_000	화려하게 헤엄치는 만타인을 동경하여 서핑을 시작했다는 사람도 많이 있다.
ZKN_ULMOON_227_000	강철의 갑옷을 몸에 걸친다. 무거워 보이지만 최고 300km의 속도로 날 수 있다.
ZKN_ULMOON_228_000	동이 트기 전에 기분 나쁜 울음을 반복하여 자신들 무리의 존재를 어필한다.
ZKN_ULMOON_229_000	기분 나쁜 울음소리가 특징이다. 옛날 사람들은 지옥에서 온 사자라고 여겨 두려워했다.
ZKN_ULMOON_230_000	
ZKN_ULMOON_231_000	
ZKN_ULMOON_232_000	
ZKN_ULMOON_233_000	우주 공간에서도 죽지 않지만 무중력 상태에서는 제대로 몸을 가누지 못한다.
ZKN_ULMOON_234_000	
ZKN_ULMOON_235_000	꼬리 끝에서 나오는 체액으로 마크를 그린다. 마크에 따라서는 마니아에게 비싼 값에 거래된다.
ZKN_ULMOON_236_000	
ZKN_ULMOON_237_000	
ZKN_ULMOON_238_000	입술은 민감한 센서다. 트지 않게 나무 수액을 매일 발라서 촉촉하게 유지하고 있다.
ZKN_ULMOON_239_000	뿔이 푸르스름하게 빛날 때가 충전이 완료되었다는 신호다. 만지면 찌릿하게 저리다.
ZKN_ULMOON_240_000	체온은 항상 600도 전후다. 마그비가 물에 떨어지면 작은 연못 정도는 말라붙어 버린다.
ZKN_ULMOON_241_000	우유는 맛있고 영양 만점이다. 단 너무 마시면 배가 아플 수도 있으므로 주의하자.
ZKN_ULMOON_242_000	애정이 넘치는 포켓몬이다. 트레이너와 마음이 통하는 럭키만이 진화할 수 있다고 한다.
ZKN_ULMOON_243_000	
ZKN_ULMOON_244_000	
ZKN_ULMOON_245_000	
ZKN_ULMOON_246_000	땅속의 영양으로 성장한다. 대략 산 하나만큼의 흙을 먹으면 번데기가 된다.
ZKN_ULMOON_247_000	마구 날뛰는 위험한 번데기다. 암반 같은 껍질 속에서는 다음 몸이 만들어지고 있다.
ZKN_ULMOON_248_000	앞길에 산이 있으면 무너뜨리고 집이 있으면 파괴하는 걸어다니는 재해 포켓몬이다.
ZKN_ULMOON_249_000	
ZKN_ULMOON_250_000	
ZKN_ULMOON_251_000	
ZKN_ULMOON_252_000	
ZKN_ULMOON_253_000	
ZKN_ULMOON_254_000	
ZKN_ULMOON_255_000	
ZKN_ULMOON_256_000	
ZKN_ULMOON_257_000	
ZKN_ULMOON_258_000	
ZKN_ULMOON_259_000	
ZKN_ULMOON_260_000	
ZKN_ULMOON_261_000	
ZKN_ULMOON_262_000	
ZKN_ULMOON_263_000	
ZKN_ULMOON_264_000	
ZKN_ULMOON_265_000	
ZKN_ULMOON_266_000	
ZKN_ULMOON_267_000	
ZKN_ULMOON_268_000	
ZKN_ULMOON_269_000	
ZKN_ULMOON_270_000	
ZKN_ULMOON_271_000	
ZKN_ULMOON_272_000	
ZKN_ULMOON_273_000	
ZKN_ULMOON_274_000	
ZKN_ULMOON_275_000	
ZKN_ULMOON_276_000	
ZKN_ULMOON_277_000	
ZKN_ULMOON_278_000	바닷가 절벽에 둥지를 짓는다. 가장 좋아하는 약어리를 찾아 바다 위를 선회하고 있다.
ZKN_ULMOON_279_000	커다란 부리로 약어리를 건져 올려 통째로 삼킨다. 한 번에 30마리 이상 먹어 치운다.
ZKN_ULMOON_280_000	
ZKN_ULMOON_281_000	
ZKN_ULMOON_282_000	
ZKN_ULMOON_283_000	물풀이 많은 연못이나 늪에 산다. 서식지도 먹는 먹이도 비슷한 물거미와 자주 싸운다.
ZKN_ULMOON_284_000	얇은 날개처럼 생긴 더듬이는 습기를 머금기 쉽다. 비가 오는 날은 나무 구멍 등에서 얌전히 지낸다.
ZKN_ULMOON_285_000	
ZKN_ULMOON_286_000	
ZKN_ULMOON_287_000	
ZKN_ULMOON_288_000	
ZKN_ULMOON_289_000	
ZKN_ULMOON_290_000	
ZKN_ULMOON_291_000	
ZKN_ULMOON_292_000	
ZKN_ULMOON_293_000	
ZKN_ULMOON_294_000	
ZKN_ULMOON_295_000	
ZKN_ULMOON_296_000	강한 마크탕을 키우기 위해 트레이너들이 전통적으로 만드는 전골 요리가 있다고 한다.
ZKN_ULMOON_297_000	뚱뚱하고 큰 하리뭉이 다 강한 것은 아니다. 작지만 몸이 가볍고 기술이 뛰어난 하리뭉도 있다.
ZKN_ULMOON_298_000	
ZKN_ULMOON_299_000	강력한 자력으로 먹이를 끌어당겨 움직이지 않고 사냥을 하지만 천적을 끌어당기는 일도 있다.
ZKN_ULMOON_300_000	
ZKN_ULMOON_301_000	
ZKN_ULMOON_302_000	신체의 표면에 먹은 보석의 성분이 떠오른다. 그 패턴은 무한대다.
ZKN_ULMOON_303_000	2개의 입을 가졌다. 후두부의 큰 턱에는 미각이 없어서 싫어하는 것은 이쪽으로 먹는다.
ZKN_ULMOON_304_000	
ZKN_ULMOON_305_000	
ZKN_ULMOON_306_000	
ZKN_ULMOON_307_000	
ZKN_ULMOON_308_000	
ZKN_ULMOON_309_000	긴 털이 마찰하는 과정에서 전신에 정전기가 모인다. 스피드가 특기인 포켓몬이다.
ZKN_ULMOON_310_000	전기로 근육을 자극해서 재빠르게 움직일 수 있다. 근육통도 전기로 풀기 때문에 금방 낫는다.
ZKN_ULMOON_311_000	
ZKN_ULMOON_312_000	
ZKN_ULMOON_313_000	
ZKN_ULMOON_314_000	
ZKN_ULMOON_315_000	
ZKN_ULMOON_316_000	
ZKN_ULMOON_317_000	
ZKN_ULMOON_318_000	튼튼한 턱과 이빨은 나무로 만든 배라면 간단하게 깨물어 부순다. 먹이를 두고 배쓰나이와 싸운다.
ZKN_ULMOON_319_000	엉덩이의 구멍으로 들이마신 바닷물을 뿜어내서 헤엄친다. 피 냄새에는 매우 민감하다.
ZKN_ULMOON_320_000	매우 드물게 무리가 모래 해변에 올라오는 것은 먼 옛날 육지에 살았던 기억 때문이라고 전해진다.
ZKN_ULMOON_321_000	작은 고래왕자가 샤크니아나 타타륜에게 공격당하면 무리의 동료들이 한마음이 되어 지켜 준다.
ZKN_ULMOON_322_000	
ZKN_ULMOON_323_000	
ZKN_ULMOON_324_000	석탄을 태워서 에너지를 만든다. 석탄이 다 타 버리면 움직이지 못하게 된다.
ZKN_ULMOON_325_000	
ZKN_ULMOON_326_000	
ZKN_ULMOON_327_000	개체마다 얼룩무늬가 다르다. 비틀거리는 움직임으로 상대의 공격을 절묘하게 피한다.
ZKN_ULMOON_328_000	함정을 겸하는 둥지를 만들고 한결같이 먹이를 기다리고 있다. 밤이 되면 모래 속에 숨어서 잔다.
ZKN_ULMOON_329_000	날개를 진동시켜서 음파를 발생시킨다. 함께 있는 트레이너는 귀마개가 필요하다.
ZKN_ULMOON_330_000	아름다운 노랫소리 같은 날갯소리에 마음을 빼앗겨 사막에서 조난당하는 사람이 속출한다.
ZKN_ULMOON_331_000	
ZKN_ULMOON_332_000	
ZKN_ULMOON_333_000	
ZKN_ULMOON_334_000	
ZKN_ULMOON_335_000	
ZKN_ULMOON_336_000	
ZKN_ULMOON_337_000	
ZKN_ULMOON_338_000	
ZKN_ULMOON_339_000	수염에 신경이 모여 있다. 인간의 코나 혀와 같이 냄새나 맛을 감지해 낸다.
ZKN_ULMOON_340_000	시력은 그다지 좋지 않다. 수염으로 물의 진동을 감지해서 먹이의 위치를 찾아낸다.
ZKN_ULMOON_341_000	환경에 적응하는 힘이 매우 강하다. 탁한 개울에 살 수 있는 건 빈티나와 이 녀석 정도다.
ZKN_ULMOON_342_000	자주 집게가 떨어진다. 집게의 속살은 오기지게나 완철포와 달리 흙내가 나고 정말 맛없다.
ZKN_ULMOON_343_000	동료를 발견하면 시끄럽게 울부짖으며 모인다. 오래된 묘지에서 대량으로 발견된다.
ZKN_ULMOON_344_000	고대인이 하늘에서 내려온 무언가를 본떠서 만들었다고 한다. 양팔에서 빔을 발사한다.
ZKN_ULMOON_345_000	강력한 흡반으로 바위에 달라붙어 있어서 아무리 거친 파도가 쳐도 떠내려가지 않는다.
ZKN_ULMOON_346_000	고대 바다의 육식 포켓몬. 8개의 촉수로 먹이를 잡아서 소화액으로 녹여 가며 먹는다.
ZKN_ULMOON_347_000	고대 벌레포켓몬의 일종. 8장의 날개를 사용해서 제법 빠르게 헤엄쳤다고 한다.
ZKN_ULMOON_348_000	바다에서 살다가 지상에서도 살 수 있게 되었다. 일부 벌레포켓몬의 조상인 것으로 밝혀졌다.
ZKN_ULMOON_349_000	외모가 초라해서 대부분 사람은 거들떠보지도 않지만 빈티나만을 모으는 컬렉터도 있다.
ZKN_ULMOON_350_000	큰 호수 바닥에 산다. 아름다운 그 모습은 보는 이의 마음의 부정함을 없앤다고 한다.
ZKN_ULMOON_351_000	날씨에 따라 모습이 바뀐다. 날씨가 궂을수록 성질도 난폭해진다.
ZKN_ULMOON_352_000	숨을 때 말고도 기분이나 컨디션에 따라 몸의 색이 바뀐다. 색이 진할수록 건강하다.
ZKN_ULMOON_353_000	해질녘에 어둠대신이 줄지어 있는 집과는 어울리지 말라는 오랜 속담이 남아 있다.
ZKN_ULMOON_354_000	버려진 원념에 의해 태어난다. 소중히 대하면 만족해서 원래의 인형으로 돌아간다고 한다.
ZKN_ULMOON_355_000	
ZKN_ULMOON_356_000	
ZKN_ULMOON_357_000	목에 난 송이는 맛있어서 인기다. 따뜻한 장소에는 트로피우스를 키우는 목장이 많다.
ZKN_ULMOON_358_000	
ZKN_ULMOON_359_000	노인들은 재난포켓몬이라고 부르며 미워하지만 재해를 예지하는 능력에 관심이 높아지고 있다.
ZKN_ULMOON_360_000	
ZKN_ULMOON_361_000	추운 토지의 부자들은 모두 어린 시절에 눈꼬마와 놀았던 추억이 있다고 한다.
ZKN_ULMOON_362_000	그다지 단단하지 않은 바위가 본체다. 공기 중의 수분을 얼려 얼음의 장갑을 몸에 두른다.
ZKN_ULMOON_363_000	
ZKN_ULMOON_364_000	
ZKN_ULMOON_365_000	
ZKN_ULMOON_366_000	진주몽의 진주는 매우 귀하다. 셀러의 진주의 10배 이상 가치가 있다고도 한다.
ZKN_ULMOON_367_000	심해에 서식한다. 헌테일이 해변에 올라오면 불길한 일이 일어난다는 전설이 있다.
ZKN_ULMOON_368_000	먹이의 체액을 빨아들인다. 고기는 바다 밑으로 가라앉아 다른 포켓몬의 먹이가 된다.
ZKN_ULMOON_369_000	1억년 동안 전혀 모습이 바뀌지 않은 것은 생명체로서 완성되었기 때문이라고 한다.
ZKN_ULMOON_370_000	따뜻한 바다의 산호초가 서식지다. 코산호의 가지 사이에서 자는 것을 특히 좋아한다.
ZKN_ULMOON_371_000	머리를 강하게 부딪쳐서 진화에 영향을 주는 세포를 자극하고 있다는 설도 있다.
ZKN_ULMOON_372_000	동굴 깊숙한 곳에 산다. 단단한 껍질 속에 틀어박혀 하늘을 나는 날을 꿈꾸고 있다.
ZKN_ULMOON_373_000	강하게 바라고 바란 결과 몸의 세포가 돌연변이를 일으켜서 염원하던 날개를 손에 넣었다.
ZKN_ULMOON_374_000	화가 나면 날뛸 뿐만 아니라 강한 자력도 발산하기 때문에 기계 종류는 고장 나 버린다.
ZKN_ULMOON_375_000	고속으로 하늘을 날아다니다가 먹이를 발견하면 날카로운 발톱으로 꽉 잡고 놓지 않는다.
ZKN_ULMOON_376_000	슈퍼컴퓨터보다 굉장한 판단력으로 상대를 분석하여 냉정하게 궁지에 몰아넣는다.
ZKN_ULMOON_377_000	
ZKN_ULMOON_378_000	
ZKN_ULMOON_379_000	
ZKN_ULMOON_380_000	
ZKN_ULMOON_381_000	
ZKN_ULMOON_382_000	
ZKN_ULMOON_383_000	
ZKN_ULMOON_384_000	
ZKN_ULMOON_385_000	
ZKN_ULMOON_386_000	
ZKN_ULMOON_387_000	
ZKN_ULMOON_388_000	
ZKN_ULMOON_389_000	
ZKN_ULMOON_390_000	
ZKN_ULMOON_391_000	
ZKN_ULMOON_392_000	
ZKN_ULMOON_393_000	
ZKN_ULMOON_394_000	
ZKN_ULMOON_395_000	
ZKN_ULMOON_396_000	
ZKN_ULMOON_397_000	
ZKN_ULMOON_398_000	
ZKN_ULMOON_399_000	
ZKN_ULMOON_400_000	
ZKN_ULMOON_401_000	
ZKN_ULMOON_402_000	
ZKN_ULMOON_403_000	
ZKN_ULMOON_404_000	
ZKN_ULMOON_405_000	
ZKN_ULMOON_406_000	
ZKN_ULMOON_407_000	
ZKN_ULMOON_408_000	단단한 두개골이 특징이다. 박치기로 나무를 부러뜨려 잘 익은 나무열매를 먹었다.
ZKN_ULMOON_409_000	박치기가 특기인 고대 포켓몬이다. 뇌가 정말 작기 때문에 멍청해서 멸종했다는 설도 있다.
ZKN_ULMOON_410_000	태고의 지층에서 화석이 발견되었지만 얼굴 이외의 부분이 발견된 적은 없다.
ZKN_ULMOON_411_000	약 1억 년 전의 포켓몬이다. 무섭게 튼튼한 얼굴은 강철 이상의 경도를 가졌다.
ZKN_ULMOON_412_000	
ZKN_ULMOON_413_000	
ZKN_ULMOON_414_000	
ZKN_ULMOON_415_000	
ZKN_ULMOON_416_000	
ZKN_ULMOON_417_000	
ZKN_ULMOON_418_000	
ZKN_ULMOON_419_000	
ZKN_ULMOON_420_000	
ZKN_ULMOON_421_000	
ZKN_ULMOON_422_000	위험을 느끼면 보라색 분비액을 내보낸다. 진땀 같은 것이라고 여겨지고 있다.
ZKN_ULMOON_423_000	사는 장소나 먹이의 영향으로 색이나 모습이 변화한다. 파도가 잔잔한 바위해변에 많다.
ZKN_ULMOON_424_000	무엇을 하더라도 꼬리를 사용한다. 2개의 꼬리로 껴안는다면 정말로 친밀해졌다는 증거다.
ZKN_ULMOON_425_000	길가를 헤매는 영혼들이 한데 모여 태어난다. 아이를 동료로 만들려고 손을 잡아당긴다.
ZKN_ULMOON_426_000	체내에 있는 가스의 원료는 영혼이다. 몸이 쪼그라지기 시작하면 사람이나 포켓몬을 데려간다고 한다.
ZKN_ULMOON_427_000	한쪽 귀를 항상 말고 있는 것은 적에게 공격당했을 때 바로 반격하기 위해서다.
ZKN_ULMOON_428_000	경계심이 강하고 싸움은 좋아하지 않지만 유연한 다리로 파워풀한 킥을 날린다.
ZKN_ULMOON_429_000	저주의 말을 중얼거리며 심한 두통이나 무서운 환상을 보여 줘서 괴롭힌다.
ZKN_ULMOON_430_000	적과 싸우는 것은 거의 부하다. 자신의 손을 더럽히는 것은 상대에게 마지막 일격을 가할 때뿐이다.
ZKN_ULMOON_431_000	
ZKN_ULMOON_432_000	
ZKN_ULMOON_433_000	
ZKN_ULMOON_434_000	
ZKN_ULMOON_435_000	
ZKN_ULMOON_436_000	
ZKN_ULMOON_437_000	
ZKN_ULMOON_438_000	너무 몸이 습해지면 죽어 버리기 때문에 땀처럼 눈에서 수분을 내보내고 있다.
ZKN_ULMOON_439_000	흉내내기가 특기다. 상대가 놀라면 기쁜 나머지 흉내 내고 있다는 사실을 잊어버린다.
ZKN_ULMOON_440_000	하얗고 둥근 것을 보면 배의 주머니에 넣는다. 너무 많이 넣어서 움직이지 못할 때도 있을 정도다.
ZKN_ULMOON_441_000	
ZKN_ULMOON_442_000	
ZKN_ULMOON_443_000	알로라보다 더 더운 곳이 본래 서식지다. 함께 지내려면 난방비가 든다.
ZKN_ULMOON_444_000	탈피하면서 커진다. 비늘을 비벼서 가루로 만든 것은 한방약의 원료가 된다.
ZKN_ULMOON_445_000	매끄럽고 뾰족한 비늘은 공기 저항을 줄일 뿐만 아니라 습격해 온 상대를 상처 입힌다.
ZKN_ULMOON_446_000	먹을 만해 보이면 일단 주워서 통째로 삼킨다. 썩은 먹이라도 소화시키는 튼튼한 위를 가졌다.
ZKN_ULMOON_447_000	동료와의 커뮤니케이션에 파동이라 불리는 파장을 사용한다. 울지 않아서 적에게 들키지 않는다.
ZKN_ULMOON_448_000	파동의 파장으로 상대의 기분을 캐치한다. 알고 싶지 않은 일도 알게 되어 스트레스가 잘 쌓인다.
ZKN_ULMOON_449_000	
ZKN_ULMOON_450_000	
ZKN_ULMOON_451_000	
ZKN_ULMOON_452_000	
ZKN_ULMOON_453_000	
ZKN_ULMOON_454_000	
ZKN_ULMOON_455_000	
ZKN_ULMOON_456_000	빛나는 꼬리지느러미로 먹이를 유인한다. 낮에는 해수면 가까이 있다가 밤이 되면 깊은 곳으로 이동한다.
ZKN_ULMOON_457_000	심해 해저를 기어가듯 헤엄친다. 환상적인 지느러미의 빛은 밤하늘의 별과 같다.
ZKN_ULMOON_458_000	사람을 잘 따라서 인간의 배 근처까지 다가온다. 등의 모양은 지역에 따라 다르다.
ZKN_ULMOON_459_000	
ZKN_ULMOON_460_000	
ZKN_ULMOON_461_000	영리해져서 먹이를 두고 싸우지 않게 되었다. 손톱으로 할퀴어지면 동상에 걸린다.
ZKN_ULMOON_462_000	아직까지 우주에서 왔다고 믿는 사람들도 있다. 강력한 자력을 발산한다.
ZKN_ULMOON_463_000	손발보다 혀를 사용하는 것이 훨씬 능숙하다. 작은 콩 1알도 능숙하게 집을 수 있다.
ZKN_ULMOON_464_000	
ZKN_ULMOON_465_000	
ZKN_ULMOON_466_000	에레키블 1마리로 대도시 건물 전체의 전력을 1년 동안 공급할 수 있다.
ZKN_ULMOON_467_000	불구슬을 발사해서 적을 처리한다. 새까만 재가 되어서 먹이를 잡는 데는 사용하지 않는다.
ZKN_ULMOON_468_000	
ZKN_ULMOON_469_000	
ZKN_ULMOON_470_000	광합성으로 영양을 보충한다. 깨끗한 강이 흐르는 숲의 깊은 곳에 조용하게 살고 있다.
ZKN_ULMOON_471_000	순식간에 주위의 수분을 얼려서 얼음 결정을 만든 후 먹이를 향해 날린다.
ZKN_ULMOON_472_000	
ZKN_ULMOON_473_000	
ZKN_ULMOON_474_000	추가한 프로그램이 좋지 않았다. 괴상한 동작이 눈에 띄는 걸 보니 실험에 실패한 것일지도 모른다.
ZKN_ULMOON_475_000	
ZKN_ULMOON_476_000	3개의 작은 유닛을 사용해서 먹이를 잡거나 적과 싸운다. 본체는 거의 명령할 뿐이다.
ZKN_ULMOON_477_000	
ZKN_ULMOON_478_000	심하게 눈보라 치는 밤에 사람이 사는 마을에 내려온다고 한다. 노크해도 문을 열어줘선 안 된다.
ZKN_ULMOON_479_000	
ZKN_ULMOON_480_000	
ZKN_ULMOON_481_000	
ZKN_ULMOON_482_000	
ZKN_ULMOON_483_000	
ZKN_ULMOON_484_000	
ZKN_ULMOON_485_000	
ZKN_ULMOON_486_000	
ZKN_ULMOON_487_000	
ZKN_ULMOON_488_000	
ZKN_ULMOON_489_000	
